   0.523599,   0.200000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000, 0 
   0.523599,   0.200000,  -0.000000,  -0.000001,  -0.000001,   0.000000,   0.000000,   0.000001,   0.000001,  -0.000001,   0.000000,  -0.000000, 0 
   0.523599,   0.200000,  -0.000000,  -0.000007,  -0.000002,  -0.000001,  -0.000000,   0.000007,   0.000007,  -0.000007,   0.000003,  -0.000003, 0 
   0.523599,   0.200000,  -0.000001,  -0.000023,  -0.000005,  -0.000003,  -0.000001,   0.000023,   0.000024,  -0.000024,   0.000009,  -0.000008, 0 
   0.523597,   0.200001,  -0.000002,  -0.000054,  -0.000012,  -0.000007,  -0.000003,   0.000054,   0.000058,  -0.000057,   0.000021,  -0.000020, 0 
   0.523595,   0.200002,  -0.000003,  -0.000105,  -0.000024,  -0.000014,  -0.000006,   0.000105,   0.000112,  -0.000111,   0.000040,  -0.000039, 0 
   0.523592,   0.200003,  -0.000005,  -0.000181,  -0.000041,  -0.000025,  -0.000011,   0.000180,   0.000193,  -0.000190,   0.000069,  -0.000067, 0 
   0.523588,   0.200005,  -0.000008,  -0.000286,  -0.000064,  -0.000039,  -0.000017,   0.000285,   0.000305,  -0.000301,   0.000110,  -0.000106, 0 
   0.523582,   0.200007,  -0.000013,  -0.000426,  -0.000096,  -0.000058,  -0.000025,   0.000424,   0.000454,  -0.000448,   0.000163,  -0.000158, 0 
   0.523574,   0.200010,  -0.000018,  -0.000605,  -0.000136,  -0.000082,  -0.000036,   0.000602,   0.000644,  -0.000636,   0.000232,  -0.000224, 0 
   0.523565,   0.200014,  -0.000024,  -0.000827,  -0.000186,  -0.000113,  -0.000049,   0.000823,   0.000879,  -0.000869,   0.000317,  -0.000306, 0 
   0.523554,   0.200019,  -0.000032,  -0.001097,  -0.000246,  -0.000149,  -0.000065,   0.001092,   0.001166,  -0.001152,   0.000420,  -0.000406, 0 
   0.523540,   0.200025,  -0.000042,  -0.001420,  -0.000319,  -0.000193,  -0.000084,   0.001414,   0.001508,  -0.001490,   0.000543,  -0.000525, 0 
   0.523524,   0.200031,  -0.000053,  -0.001801,  -0.000403,  -0.000244,  -0.000106,   0.001793,   0.001911,  -0.001888,   0.000688,  -0.000665, 0 
   0.523506,   0.200039,  -0.000066,  -0.002244,  -0.000502,  -0.000304,  -0.000132,   0.002234,   0.002378,  -0.002350,   0.000855,  -0.000828, 0 
   0.523485,   0.200047,  -0.000080,  -0.002754,  -0.000615,  -0.000373,  -0.000162,   0.002741,   0.002914,  -0.002881,   0.001048,  -0.001015, 0 
