  0.000000,   0.000000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.000000 
  0.010000,   0.000000,   0.000000,   0.000000,   0.000000,  -0.000000,   0.000000 
  0.020000,   0.000001,   0.000001,  -0.000000,  -0.000000,  -0.000000,   0.000001 
  0.030000,   0.000003,  -0.000000,  -0.000001,  -0.000000,  -0.000000,   0.000002 
  0.040000,   0.000006,  -0.000000,  -0.000001,  -0.000000,  -0.000000,   0.000004 
  0.050000,   0.000012,  -0.000000,  -0.000001,  -0.000000,  -0.000000,   0.000008 
  0.060000,   0.000020,  -0.000000,  -0.000001,  -0.000000,  -0.000000,   0.000014 
  0.070000,   0.000032,  -0.000000,  -0.000001,  -0.000000,  -0.000000,   0.000022 
  0.080000,   0.000048,  -0.000000,  -0.000001,  -0.000000,  -0.000000,   0.000032 
  0.090000,   0.000068,  -0.000000,  -0.000001,  -0.000000,  -0.000000,   0.000045 
  0.100000,   0.000093,  -0.000000,  -0.000001,  -0.000000,   0.000000,   0.000062 
  0.110000,   0.000123,  -0.000000,  -0.000001,  -0.000000,   0.000000,   0.000082 
  0.120000,   0.000159,  -0.000000,  -0.000001,  -0.000000,   0.000000,   0.000107 
  0.130000,   0.000201,  -0.000000,  -0.000001,  -0.000000,   0.000001,   0.000135 
  0.140000,   0.000249,  -0.000000,  -0.000001,  -0.000000,   0.000001,   0.000168 
  0.150000,   0.000305,  -0.000000,  -0.000001,  -0.000000,   0.000002,   0.000206 
  0.160000,   0.000368,  -0.000001,  -0.000001,  -0.000000,   0.000003,   0.000249 
  0.170000,   0.000438,  -0.000001,  -0.000001,  -0.000000,   0.000005,   0.000297 
  0.180000,   0.000516,  -0.000001,  -0.000001,  -0.000000,   0.000007,   0.000351 
  0.190000,   0.000603,  -0.000001,  -0.000001,  -0.000000,   0.000009,   0.000412 
  0.200000,   0.000698,  -0.000002,  -0.000001,  -0.000000,   0.000012,   0.000478 
  0.210000,   0.000802,  -0.000003,  -0.000000,  -0.000000,   0.000017,   0.000551 
  0.220000,   0.000914,  -0.000004,  -0.000000,  -0.000000,   0.000022,   0.000631 
  0.230000,   0.001036,  -0.000005,  -0.000000,  -0.000000,   0.000028,   0.000718 
  0.240000,   0.001006,  -0.000001,  -0.000000,   0.000023,   0.000036,   0.000813 
  0.250000,   0.000979,   0.000002,  -0.000000,   0.000040,   0.000042,   0.000915 
  0.260000,   0.000954,   0.000005,  -0.000001,   0.000051,   0.000047,   0.001025 
  0.270000,   0.000931,   0.000008,  -0.000001,   0.000058,   0.000052,   0.001144 
  0.280000,   0.000909,   0.000010,  -0.000001,   0.000063,   0.000057,   0.001270 
  0.290000,   0.000889,   0.000013,  -0.000001,   0.000067,   0.000061,   0.001406 
  0.300000,   0.000870,   0.000015,  -0.000001,   0.000069,   0.000064,   0.001550 
  0.310000,   0.000852,   0.000017,  -0.000001,   0.000071,   0.000067,   0.001703 
  0.320000,   0.000836,   0.000019,  -0.000001,   0.000072,   0.000070,   0.001866 
  0.330000,   0.000820,   0.000021,  -0.000001,   0.000072,   0.000073,   0.002038 
  0.340000,   0.000805,   0.000022,  -0.000002,   0.000072,   0.000076,   0.002219 
  0.350000,   0.000791,   0.000024,  -0.000002,   0.000072,   0.000078,   0.002411 
  0.360000,   0.000777,   0.000025,  -0.000002,   0.000071,   0.000080,   0.002612 
  0.370000,   0.000764,   0.000026,  -0.000002,   0.000070,   0.000082,   0.002824 
  0.380000,   0.000752,   0.000028,  -0.000002,   0.000069,   0.000084,   0.003047 
  0.390000,   0.000740,   0.000029,  -0.000003,   0.000067,   0.000086,   0.003280 
  0.400000,   0.000728,   0.000030,  -0.000003,   0.000065,   0.000087,   0.003524 
  0.410000,   0.000718,   0.000031,  -0.000003,   0.000063,   0.000089,   0.003778 
  0.420000,   0.000707,   0.000032,  -0.000004,   0.000061,   0.000091,   0.004044 
  0.430000,   0.000697,   0.000033,  -0.000004,   0.000058,   0.000092,   0.004321 
  0.440000,   0.000687,   0.000034,  -0.000004,   0.000056,   0.000094,   0.004610 
  0.450000,   0.000678,   0.000035,  -0.000005,   0.000052,   0.000095,   0.004910 
  0.460000,   0.000669,   0.000036,  -0.000005,   0.000049,   0.000097,   0.005222 
  0.470000,   0.000660,   0.000038,  -0.000006,   0.000045,   0.000098,   0.005545 
  0.480000,   0.000652,   0.000039,  -0.000006,   0.000041,   0.000100,   0.005881 
  0.490000,   0.000644,   0.000040,  -0.000007,   0.000037,   0.000102,   0.006228 
  0.500000,   0.000636,   0.000041,  -0.000007,   0.000032,   0.000104,   0.006588 
  0.510000,   0.000628,   0.000042,  -0.000008,   0.000026,   0.000106,   0.006960 
  0.520000,   0.000621,   0.000044,  -0.000008,   0.000020,   0.000108,   0.007345 
  0.530000,   0.000614,   0.000045,  -0.000009,   0.000014,   0.000110,   0.007742 
  0.540000,   0.000608,   0.000047,  -0.000010,   0.000007,   0.000112,   0.008151 
  0.550000,   0.000601,   0.000048,  -0.000010,   0.000000,   0.000115,   0.008573 
  0.560000,   0.000595,   0.000050,  -0.000011,  -0.000008,   0.000118,   0.009008 
  0.570000,   0.000589,   0.000052,  -0.000012,  -0.000016,   0.000120,   0.009456 
  0.580000,   0.000583,   0.000054,  -0.000013,  -0.000026,   0.000124,   0.009916 
  0.590000,   0.000578,   0.000056,  -0.000014,  -0.000036,   0.000127,   0.010390 
  0.600000,   0.000573,   0.000058,  -0.000015,  -0.000046,   0.000130,   0.010876 
  0.610000,   0.000568,   0.000060,  -0.000016,  -0.000057,   0.000134,   0.011376 
  0.620000,   0.000563,   0.000063,  -0.000017,  -0.000070,   0.000138,   0.011888 
