1,-0.5,-0.5,1.4142
2,-0.10906,0.2011,0.67845
3,0.30336,0.039126,0.50107
4,-0.43953,0.19811,0.98684
5,-0.10074,0.16653,0.68709
6,0.026876,-0.32187,0.94832
7,0.15686,0.49908,0.34314
8,0.12797,-0.32888,0.90854
9,-0.20802,-0.4674,1.1988
10,-0.48451,0.38187,0.99158
11,0.48406,0.16918,0.33121
12,-0.33283,-0.30957,1.1615
13,-0.39378,-0.13108,1.0941
14,-0.12759,-0.039274,0.82746
15,-0.30188,0.48164,0.80209
16,-0.010312,-0.3436,0.98594
17,0.45163,0.14476,0.35851
18,0.42033,-0.12373,0.6288
19,-0.44732,-0.30908,1.2458
20,0.23786,-0.071747,0.62898
21,-0.23088,-0.017978,0.89582
22,0.44274,-0.27381,0.77593
23,-0.082256,-0.11538,0.84718
24,0.48305,0.082986,0.41736
25,0.5,0.5,0
